No,Answer Granularity,PIC,Question,Answer,Law,Chapter,Article,Subsection,Letter (1st level)
,Ayat,Ridea,Berapa besaran manfaat JHT yang diterima oleh peserta?,Besarnya manfaat JHT adalah sebesar nilai akumulasi seluruh Iuran yang telah disetor ditambah hasil pengembangannya yang tercatat dalam rekening perorangan Peserta.,PP 46/2015,4,22,2,
,Ayat,Ridea,Apa yang dimaksud dengan manfaat JHT?,"Manfaat JHT adalah berupa uang tunai yang dibayarkan apabila Peserta berusia 56 (lima puluh enam) tahun, meninggal dunia, atau mengalami cacat total tetap.",PP 46/2015,4,22,1,
,Ayat,Ridea,Kapan kartu kepesertaan BPJS Ketenagakerjaan diterbitkan?,Kartu Kepesertaan BPJS Ketenagakerjaan diterbitkan paling lama 7 (tujuh) hari kerja sejak formulir pendaftaran diterima secara lengkap dan Iuran pertama dibayar lunas kepada BPJS Ketenagakerjaan.,PP 46/2015,2,14,1,
,Ayat,Ridea,Hal apa saja yang harus diperhatikan oleh peserta yang hendak mendaftar dirinya sendiri dalam program JHT?,"Pendaftaran sebagaimana dimaksud pada ayat (1) dilakukan oleh Pekerja yang bersangkutan dengan mengisi formulir pendaftaran yang telah ditetapkan dengan melampirkan:
a. perjanjian kerja, surat keputusan pengangkatan, atau bukti lain yang menunjukkan sebagai Pekerja atau buruh;
b. Kartu Tanda Penduduk; dan
c. Kartu Keluarga.",PP 46/2015,2,11,2,
,Ayat,Ridea,Kapan evaluasi berkala dilakukan terhadap besarnya iuran program JHT bagi peserta upah yang bekerja pada pemberi kerja selain penyelenggara negara?,Besarnya Iuran program JHT bagi Peserta penerima Upah yang bekerja pada Pemberi Kerja selain penyelenggara negara dilakukan evaluasi secara berkala paling lama 3 (tiga) tahun yang ditetapkan dengan Peraturan Pemerintah.,PP 46/2015,3,16,2,
,Ayat,Ridea,Upah apakah yang dijadikan dasar pembayaran iuran JHT bagi peserta penerima upah yang bekerja pada pemberi kerja selain penyelenggara negara?,Upah yang dijadikan dasar pembayaran Iuran JHT bagi Peserta penerima Upah yang bekerja pada Pemberi Kerja selain penyelenggara negara adalah Upah sebulan.,PP 46/2015,3,17,1,
,Huruf,Ridea,Apa yang dimaksud dengan JHT?,"Jaminan Hari Tua yang selanjutnya disingkat JHT adalah manfaat uang tunai yang dibayarkan sekaligus pada saat peserta memasuki usia pensiun, meninggal dunia, atau mengalami cacat total tetap.",PP 46/2015,1,1,,1
,Huruf,Ridea,Apa yang dimaksud dengan peserta JHT?,"Peserta JHT yang selanjutnya disebut Peserta adalah setiap orang, termasuk orang asing yang bekerja paling singkat 6 (enam) bulan di Indonesia yang telah membayar iuran.",PP 46/2015,1,1,,3
,Huruf,Ridea,"Selain mencapai usia pensiun, cacat dan meninggal dunia, dalam hal apakah manfaat JHT dibayarkan kepada peserta?","Manfaat JHT wajib dibayarkan kepada Peserta apabila:
d. Peserta meninggalkan Indonesia untuk selama-lamanya.",PP 46/2015,4,26,1,d
,Huruf,Ridea,Berapa persen iuran JHT yang ditanggung oleh pekerja bagi peserta penerima upah yang bekerja pada pemberi kerja selain penyelenggara negara?,"Iuran JHT bagi Peserta penerima Upah yang bekerja pada Pemberi Kerja selain penyelenggara negara sebesar 5,7% (lima koma tujuh persen) dari Upah, dengan ketentuan:
a. 2% (dua persen) ditanggung oleh Pekerja.",PP 46/2015,3,16,1,a
,Huruf,Ridea,Berapa persen iuran JHT yang ditanggung oleh pemberi kerja bagi peserta penerima upah yang bekerja pada pemberi kerja selain penyelenggara negara?,"Iuran JHT bagi Peserta penerima Upah yang bekerja pada Pemberi Kerja selain penyelenggara negara sebesar 5,7% (lima koma tujuh persen) dari Upah, dengan ketentuan:
b. 3,7% (tiga koma tujuh persen) ditanggung oleh
Pemberi Kerja.",PP 46/2015,3,16,1,b
,Huruf,Ridea,Berkas apakah yang perlu dilampirkan oleh pekerja untuk mendaftar program JHT selain KTP dan KK?,"Pendaftaran sebagaimana dimaksud pada ayat (1) dilakukan oleh Pekerja yang bersangkutan dengan mengisi formulir pendaftaran yang telah ditetapkan dengan melampirkan:
a. perjanjian kerja, surat keputusan pengangkatan, atau bukti lain yang menunjukkan sebagai Pekerja atau buruh.",PP 46/2015,2,11,2,a
,Huruf,Ridea,"Sampai derajat keberapa, manfaat JHT diberikan kepada keturunan sedarah dari pekerja yang meninggal?","Dalam hal janda, duda, atau anak sebagaimana dimaksud pada ayat (2) tidak ada, JHT diberikan sesuai urutan sebagai berikut:
a. keturunan sedarah Pekerja menurut garis lurus ke atas dan ke bawah sampai derajat kedua",PP 46/2015,4,23,3,a
,Huruf,Ridea,Apakah kartu keluarga termasuk dalam dokumen yang harus dilampirkan pada saat pendaftaran program JHT oleh pekerja?,"Pendaftaran sebagaimana dimaksud pada ayat (1) dilakukan oleh Pekerja yang bersangkutan dengan mengisi formulir pendaftaran yang telah ditetapkan dengan melampirkan:
c. Kartu Keluarga.",PP 46/2015,2,11,2,c
,Huruf,Ridea,Apakah KTP termasuk dalam dokumen yang harus dilampirkan pada saat pendaftaran program JHT oleh pekerja?,"Pendaftaran sebagaimana dimaksud pada ayat (1) dilakukan oleh Pekerja yang bersangkutan dengan mengisi formulir pendaftaran yang telah ditetapkan dengan melampirkan:
b. Kartu Tanda Penduduk.",PP 46/2015,2,11,2,b
,Huruf,Ridea,Apa yang dimaksud dengan pemberi kerja?,"Pemberi Kerja adalah orang perseorangan, pengusaha, badan hukum, atau badan-badan lainnya yang mempekerjakan tenaga kerja atau penyelenggara negara yang memperkerjakan pegawai negeri dengan membayar gaji, upah, atau imbalan dalam bentuk lainnya.",PP 46/2015,1,1,,2
,Bab,Cisco,Apa saja bagian dari Standar Kesehatan Kerja?,Pasal 4-8,PP 88/2019,2,,,
,Bab,Cisco,Apa saja kebijakan peran serta masyarakat dalam kesehatan kerja?,Pasal 16,PP 88/2019,4,,,
,Bab,Cisco,Apa saja istilah perundang-undangan yang terkait dengan Pelaksanaan Kesehatan Kerja?,Pasal 1,PP 88/2019,1,,,
,Huruf,Cisco,Apa yang dimaksud dengan Kesehatan Kerja?,Kesehatan Kerja adalah upaya yang ditujukan untuk melindungi setiap orang yang berada di Tempat Kerja agar hidup sehat dan terbebas dari gangguan kesehatan serta pengaruh buruk yang diakibatkan dari pekerjaan.,PP 88/2019,1,1,,1
,Ayat,Cisco,Apa saja yang termasuk dalam Penyelenggaraan Kesehatan Kerja?,"Penyelenggaraan Kesehatan Kerja sebagaimana dimaksud pada ayat (1) meliputi upaya:
a. pencegahan penyakit;
b. peningkatan kesehatan;
c. penanganan penyakit; dan
d. pemulihan kesehatan",PP 88/2019,2,2,2,
,Ayat,Cisco,Siapa yang wajib memenuhi penyelenggaraan kesehatan kerja?,Penyelenggaraan Kesehatan Kerja sebagaimana dimaksud pada ayat (1) wajib dipenuhi oleh Pengurus dan Pengelola Tempat Kerja dan Pemberi Kerja di semua Tempat Kerja.,PP 88/2019,2,3,2,
,Pasal,Cisco,Apa saja yang termasuk Standar Kesehatan Kerja dalam upaya pencegahan penyakit?,"Standar Kesehatan Kerja dalam upaya pencegahan penyakit meliputi:
a. identifikasi, penilaian, dan pengendalian potensi bahaya kesehatan;
b. pemenuhan persyaratan kesehatan lingkungan kerja;
c. pelindungan kesehatan reproduksi;
d. pemeriksaan kesehatan;
e. penilaian kelaiakan bekerja;
f. pemberian imunisasi dan/atau profilaksis bagi Pekerja berisiko tinggi;
g. pelaksanaan kewaspadaan standar; dan
h. surveilans Kesehatan Kerja.",PP 88/2019,2,4,,
,Pasal,Cisco,Apa saja yang termasuk Standar Kesehatan Kerja dalam upaya peningkatan kesehatan?,"Standar Kesehatan Kerja dalam upaya peningkatan kesehatan meliputi:
a. peningkatan pengetahuan kesehatan;
b. pembudayaan perilaku hidup bersih dan sehat;
c. pembudayaan keselamatan dan Kesehatan Kerja di Tempat Kerja;
d. penerapan gizi kerja; dan
e. peningkatan kesehatan fisik dan mental.",PP 88/2019,2,5,,
,Pasal,Cisco,Apa saja yang termasuk Standar Kesehatan Kerja dalam upaya penanganan penyakit?,"Standar Kesehatan Kerja dalam upaya penanganan penyakit meliputi:
a. pertolongan pertama pada cedera dan sakit yang terjadi di Tempat Kerja;
b. diagnosis dan tata laksana penyakit; dan
c. penanganan kasus kegawatdaruratan medik dan/atau rujukan.",PP 88/2019,2,6,1,
,Pasal,Cisco,Apa saja yang termasuk Standar Kesehatan Kerja dalam upaya pemulihan kesehatan?,"Standar Kesehatan Kerja dalam upaya pemulihan kesehatan meliputi:
a. pemulihan medis; dan
b. pemulihan kerja",PP 88/2019,2,7,1,
,Pasal,Cisco,Apa saja dukungan Penyelenggaraan Kesehatan Kerja?,"Penyelenggaraan Kesehatan Kerja harus didukung oleh:
a. sumber daya manusia;
b. Fasilitas Pelayanan Kesehatan;
c. peralatan Kesehatan Kerja; dan
d. pencatatan dan pelaporan.",PP 88/2019,2,9,,
,Ayat,Cisco,Siapa saja yang termasuk dalam sumber daya manusia yang mendukung penyelenggaraan kesehatan kerja?,Sumber daya manusia sebagaimana dimaksud dalam Pasal 9 huruf a terdiri atas Tenaga Kesehatan dan tenaga nonkesehatan.,PP 88/2019,2,10,1,
,Ayat,Cisco,Bagaimana apabila penyelenggaraan kesehatan kerja di tempat kerja melakukan upaya penanganan penyakit dan pemulihan kesehatan?,Jika penyelenggaraan Kesehatan Kerja di Tempat Kerja melakukan upaya penanganan penyakit dan pemulihan kesehatan maka di Tempat Kerja harus tersedia Fasilitas Pelayanan Kesehatan sesuai dengan ketentuan peraturan perundang-undangan.,PP 88/2019,2,12,3,
,Ayat,Cisco,Siapa yang melaksanakan pencatatan dan pelaporan dalam bentuk mendukung penyelenggaraan kesehatan kerja?,"Pencatatan dan pelaporan sebagaimana dimaksud dalam Pasal 9 huruf d dilaksanakan oleh Pemberi Kerja, Pengurus atau Pengelola Tempat Kerja, dan/atau Fasilitas Pelayanan Kesehatan.",PP 88/2019,2,14,1,
,Pasal,Cisco,Darimana sumber pendanaan penyelenggaraan Kesehatan Kerja?,"Pendanaan penyelenggaraan Kesehatan Kerja dapat bersumber dari Anggaran Pendapatan dan Belanja Negara, anggaran pendapatan dan belanja daerah, masyarakat, atau sumber lain yang sah dan tidak mengikat sesuai dengan ketentuan peraturan perundang-undangan.",PP 88/2019,3,15,,
,Ayat,Cisco,Apa saja bentuk pelaksanaan peran serta masyarakat dalam kesehatan kerja?,"Peran serta masyarakat sebagaimana dimaksud pada ayat (1) dapat dilaksanakan melalui:
a. perencanaan, pelaksanaan, pemantauan, penilaian, dan pengawasan;
b. pemberian bantuan sarana, tenaga ahli, dan finansial;
c. dukungan kegiatan penelitian dan pengembangan Kesehatan Kerja;
d. pemberian bimbingan dan penyuluhan serta penyebarluasan informasi; dan
e. sumbangan pemikiran dan pertimbangan berkenaan dengan penentuan kebijakan dan/atau pelaksanaan Kesehatan Kerja.",PP 88/2019,4,16,2,
,Huruf,Cisco,Apakah pemberdayaan masyarakat termasuk dalam bagian pembinaan terhadap penyelenggaraan Kesehatan Kerja?,"Pembinaan sebagaimana dimaksud pada ayat (1) dilakukan melalui:
c. pemberdayaan masyarakat",PP 88/2019,5,17,3,c
,Ayat,Cisco,Terhadap apa pengawasan terhadap penyelenggaraan Kesehatan Kerja dilakukan?,Pengawasan sebagaimana dimaksud pada ayat (1) dilakukan terhadap aspek pemenuhan standar Kesehatan Kerja.,PP 88/2019,5,19,2,
,Ayat,Cisco,Siapa yang dapat melakukan pengawasan terhadap penyelenggaraan Kesehatan Kerja?,"Pengawasan sebagaimana dimaksud pada ayat (1) dapat dilakukan oleh tenaga yang memiliki fungsi pengawasan di bidang ketenagakerjaan atau tenaga yang memiliki fungsi pengawasan di bidang kesehatan, sesuai dengan ketentuan peraturan perundang-undangan.",PP 88/2019,5,19,3,
,Pasal,Cisco,Apakah peraturan perundang-undangan lain yang mengatur mengenai Kesehatan Kerja masih tetap berlaku setelah Peraturan Pemerintah mengenai Kesehatan Kerja ini mulai berlaku?,"Pada saat Peraturan Pemerintah ini mulai berlaku, semua ketentuan peraturan perundang-undangan yang mengatur mengenai Kesehatan Kerja dinyatakan tetap berlaku sepanjang tidak bertentangan dengan Peraturan Pemerintah ini",PP 88/2019,6,20,,
,Huruf,Cisco,Apa yang dimaksud dengan ULD Ketenagakerjaan?,Unit Layanan Disabilitas Bidang Ketenagakerjaan yang selanjutnya disebut ULD Ketenagakerjaan adalah unit layanan yang merupakan bagian dari dinas yang menyelenggarakan urusan pemerintahan daerah di bidang ketenagakerjaan.,PP 60/2020,1,1,,6
,Huruf,Cisco,Siapa yang dimaksud dengan Penyandang Disabilitas?,"Penyandang Disabilitas adalah setiap orang yang mengalami keterbatasan fisik, intelektual, mental, dan/atau sensorik dalam jangka waktu lama yang dalam berinteraksi dengan lingkungan dapat mengalami hambatan dan kesulitan untuk berpartisipasi secara penuh dan efektif dengan warga negara lainnya berdasarkan kesamaan hak.",PP 60/2020,1,1,,8
,Huruf,Cisco,Apakah terdapat sekretaris dalam keanggotaan ULD Ketenagakerjaan?,"Keanggotaan ULD Ketenagakerjaan sebagaimana dimaksud pada ayat (1), terdiri atas:
b. sekretaris; dan",PP 60/2020,2,3,2,b
,Ayat,Cisco,Apa sifat keanggotaan ULD Ketenagakerjaan?,Keanggotaan ULD Ketenagakerjaan sebagaimana dimaksud pada ayat (2) bersifat ex-officio.,PP 60/2020,2,3,3,
,Ayat,Cisco,Apa peran masyarakat apabila terlibat dalam ULD Ketenagakerjaan?,ULD Ketenagakerjaan sebagaimana dimaksud dalam Pasal 3 ayat (1) dapat melibatkan masyarakat sebagai tenaga pendamping.,PP 60/2020,2,4,1,
,Pasal,Cisco,Bagaimana cara agar masyarakat dapat terlibat dalam ULD Ketenagakerjaan?,Tenaga Pendamping sebagaimana dimaksud pada ayat (1) dilakukan dengan proses rekrutmen dan seleksi secara transparan dan akuntabel.,PP 60/2020,2,4,2,
,Ayat,Cisco,Siapa yang menjadi sumber daya manusia pada ULD Ketenagakerjaan?,"Sumber daya manusia pada ULD Ketenagakerjaan sebagaimana dimaksud pada ayat (1), meliputi:
a. Pegawai ASN yang berada pada dinas yang menyelenggarakan urusan pemerintahaan daerah di bidang ketenagakerjaan di provinsi dan kabupaten/kota; dan
b. tenaga pendamping Penyandang Disabilitas.",PP 60/2020,2,5,2,
,Pasal,Cisco,Kebijakan apa yang berbicara tentang pelatihan bagi sumber daya manusia di ULD Ketenagakerjaan?,Pasal 6,PP 60/2020,2,6,,
,Ayat,Cisco,Bagaimana minimalnya sarana dan prasarana ULD Ketenagakerjaan?,"Sarana dan prasarana ULD Ketenagakerjaan sebagaimana dimaksud pada ayat (1) paling sedikit meliputi:
a. ruang pelayanan yang memenuhi standar dan mudah diakses untuk melaksanakan layanan ULD Ketenagakerjaan;
b. fasilitas yang mudah diakses pada ruang pelayanan ketenagakerjaan bagi Penyandang Disabilitas; dan
c. fasilitas pendukung lainnya.",PP 60/2020,2,7,2,
,Bab,Cisco,Kebijakan apa yang membahas tugas unit layanan disabilitas bidang ketenagakerjaan?,Pasal 8 - 13,PP 60/2020,3,,,
,Huruf,Cisco,Koordinasi apa yang menjadi tugas ULD Ketenagakerjaan?,"Tugas ULD Ketenagakerjaan, meliputi:
e. mengoordinasikan ULD Ketenagakerjaan, pemberi kerja, dan tenaga kerja dalam Pemenuhan dan penyediaan alat bantu kerja untuk Penyandang Disabilitas.",PP 60/2020,3,8,1,e
,Pasal,Cisco,"Bagaimana pelaksanaan perencanaan Penghormatan, Pelindungan, dan Pemenuhan hak atas pekerjaan Penyandang Disabilitas?","Perencanaan Penghormatan, Pelindungan, dan Pemenuhan hak atas pekerjaan Penyandang Disabilitas sebagaimana dimaksud dalam Pasal 8 huruf a dapat dilaksanakan melalui:
a. identifikasi Akomodasi yang layak dengan memperhatikan ragam Penyandang Disabilitas;
b. identifikasi bidang pekerjaan dan peluang usaha yang dapat dilakukan Penyandang Disabilitas;
c. identifikasi pelatihan kerja yang dibutuhkan Penyandang Disabilitas; dan
d. diseminasi atau sosialisasi bagi pemberi kerja dalam melaksanakan proses rekrutmen tenaga kerja Penyandang Disabilitas baik melalui jalur rekrutmen umum yang bersifat inklusif maupun jalur rekrutmen khusus.",PP 60/2020,3,9,,
,Ayat,Cisco,Kapan paling singkat pemberian informasi mengenai hubungan kerja dengan Penyandang Disabilitas dilaksanakan?,"Pemberian informasi kepada pemerintah, pemerintah daerah, dan perusahaan swasta mengenai proses rekrutmen, penerimaan, pelatihan kerja, penempatan kerja, keberlanjutan kerja, dan pengembangan karier yang adil dan tanpa Diskriminasi kepada Penyandang Disabilitas sebagaimana dimaksud dalam Pasal 8 huruf b dilaksanakan secara periodik paling singkat 6 (enam) bulan sekali.",PP 60/2020,3,10,1,
,Huruf,Cisco,Apakah komunikasi awal dengan pemberi kerja terutama pada fase awal penempatan kerja adalah bentuk pendampingan kepada tenaga kerja Penyandang Disabilitas?,"Pendampingan kepada tenaga kerja Penyandang Disabilitas sebagaimana dimaksud pada ayat (1) dilaksanakan dalam bentuk:
b. komunikasi awal dengan pemberi kerja terutama pada fase awal penempatan kerja;",PP 60/2020,3,11,2,b
,Pasal,Cisco,Apa bentuk pendampingan kepada pemberi kerja yang menerima tenaga kerja Penyandang Disabilitas?,"Pendampingan kepada pemberi kerja yang menerima tenaga kerja Penyandang Disabilitas sebagaimana dimaksud dalam Pasal 8 huruf d dilaksanakan dalam bentuk:
a. penyesuaian yang diperlukan di lingkungan kerja baik penyesuaian alat kerja maupun sistem kerja;
b. komunikasi awal dengan tenaga kerja Penyandang Disabilitas terutama dalam fase awal bekerja;
c. pemenuhan akomodasi yang layak untuk tenaga kerja Penyandang Disabilitas;
d. penyelenggaraan sesi cara berinteraksi dengan tenaga kerja Penyandang Disabilitas di tempat kerja; dan
e. pendampingan lain sesuai dengan ragam Penyandang Disabilitas.",PP 60/2020,3,12,,
,Pasal,Cisco,"Apa bentuk koordinasi ULD Ketenagakerjaan, pemberi kerja, dan tenaga kerja dalam Pemenuhan dan penyediaan alat bantu kerja untuk Penyandang Disabilitas?","Koordinasi ULD Ketenagakerjaan, pemberi kerja, dan tenaga kerja dalam pemenuhan dan penyediaan alat bantu kerja untuk Penyandang Disabilitas sebagaimana dimaksud dalam Pasal 8 huruf e dilaksanakan dalam bentuk:
a. bimbingan teknis;
b. distribusi alat bantu kerja; dan
c. kegiatan lain sesuai dengan ragam Penyandang Disabilitas.",PP 60/2020,3,13,,
,Bab,Cisco,Pasal berapa yang berbicara tentang pemantauan dan evaluasi terhadap pelaksanaan dan kinerja ULD Ketenagakerjaan?,Pasal 14,PP 60/2020,4,,,
,Ayat,Cisco,Siapa yang melaksanakan pemantauan dan evaluasi terhadap pelaksanaan dan kinerja ULD Ketenagakerjaan?,Pemerintah dan pemerintah daerah melakukan pemantauan dan evaluasi terhadap pelaksanaan dan kinerja ULD Ketenagakerjaan.,PP 60/2020,4,14,1,
,Ayat,Cisco,Mengapa dilaksanakan pemantauan dan evaluasi terhadap pelaksanaan dan kinerja ULD Ketenagakerjaan?,"Pemantauan dan evaluasi sebagaimana dimaksud pada ayat (1) dilakukan sebagai bentuk akuntabilitas dan pengendalian mutu dalam Penghormatan, Pelindungan, dan Pemenuhan hak atas pekerjaan Penyandang Disabilitas.",PP 60/2020,4,14,2,
,Bab,Cisco,"Kebijakan apa yang mengatur terkait Pelaporan, Pembinaan, dan Pengawasan ULD Ketenagakerjaan?",Pasal 15 - 16,PP 60/2020,5,,,
,Ayat,Cisco,Siapa yang melaporkan pelaksanaan kegiatan ULD Ketenagakerjaan kepada gubernur dan bupati/walikota?,Penyelenggara ULD Ketenagakerjaan wajib melaporkan pelaksanaan kegitatan kepada gubernur dan bupati/wali kota,PP 60/2020,5,15,1,
,Ayat,Cisco,Apakah Gubernur wajib menyampaikan laporan penyelenggaraan ULD Ketenagakerjaan kepada menteri?,Gubernur dan bupati/wali kota wajib menyampaikan laporan penyelenggaraan ULD Ketenagakerjaan kepada menteri yang menyelenggarakan urusan pemerintahan di bidang ketenagakerjaan.,PP 60/2020,5,15,2,
,Bab,Cisco,Pasal berapa yang menyangkut pendanaan dalam penyelenggaraan kegiatan ULD Ketenagakerjaan?,Pasal 17,PP 60/2020,6,,,
,Pasal,Cisco,Dari mana sumber pendanaan untuk penyelenggaraan kegiatan ULD Ketenagakerjaan?,"Pendanaan untuk penyelenggaraan kegiatan ULD Ketenagakerjaan dapat bersumber dari:
a. Anggaran Pendapatan dan Belanja Negara;
b. anggaran pendapatan dan belanja daerah; dan
c. sumber lain yang sah dan tidak mengikat sesuai dengan ketentuan peraturan perundang-undangan.",PP 60/2020,6,17,,
,Bab,Cisco,Apa saja kebijakan perlindungan calon pekerja migran Indonesia,Pasal 4-29,PP 59/2021,2,,,
,Bab,Cisco,"Apa saja layanan terpadu satu atap penempatan dan pelindungan
pekerja migran indonesia?",Pasal 30-34,PP 59/2021,3,,,
,Bab,Cisco,Apa saja tugas dan tanggung jawab pemerintah pusat dan pemerintah daerah terkait perlindungan calon pekerja migran indonesia?,Pasal 35-83,PP 59/2021,4,,,
,Bab,Cisco,Apa saja tugas dan tanggung jawab perusahaan penempatan pekerja migran indonesia?,Pasal 84-87,PP 59/2021,5,,,
